1010,12,11,12,13,6,5,7,9,5,1,3,3,4,4,5,2,3,3,4,12,12,13,13,14,14,13,12,11,11,10,10,10,10,5,6,2,2,3,3,9,9,9,9,10,6,9,10,11,3,8,8,8,8,9,10,15,16,7,7,7,7,8,8,9,10,5,4,6,6,6,7,7,8,9,10,8,8,5,5,5,6,6,7,8,10,10,11,4,4,4,5,6,10,10,10,11,11,13,12,14,14,13,12,13,13,18,17,19,17,16,15,15,16,17,17,16,15,15,16,13,12,12,13,14,14,13,18,17,18,16,16,17,15,15,15,,16,16,14,14,15,14,14,14,17,16,16,17,28,29,28,27,27,27,28,26,26,24,23,23,24,25,25,22,22,23,21,22,23,22,21,21,22,23,24,25,20,19,19,21,21,20,20,19,21,18,17,17,17,18,16,16,18,15,15,14,15,15,16,16,15,15,14,15,15,14,14,14,15,13,16
1011,11,10,11,12,4,6,7,9,4,3,1,2,3,2,3,2,2,3,3,12,12,13,13,14,14,13,12,11,11,9,9,9,9,5,6,3,3,4,4,8,8,8,8,9,6,9,10,11,4,7,7,7,7,8,9,15,16,6,6,6,7,8,8,9,9,6,5,5,5,6,7,7,8,9,10,8,8,4,4,5,6,6,7,8,10,10,11,3,3,4,5,6,10,10,10,11,11,13,12,14,14,13,12,13,13,18,17,19,17,16,15,15,16,17,17,16,15,15,16,13,12,12,13,14,14,13,18,17,18,16,16,17,15,15,15,,16,16,14,14,15,14,14,14,17,16,16,17,28,29,28,27,27,27,28,26,26,24,23,23,24,25,25,22,22,23,21,22,23,22,21,21,22,23,24,25,20,19,19,21,21,20,20,19,21,18,17,17,17,18,16,16,18,15,15,14,15,15,16,16,15,15,14,15,15,14,14,14,15,13,16
1012,10,9,10,11,4,6,7,9,3,3,2,1,2,2,3,2,2,3,3,11,11,12,12,13,13,12,11,11,11,8,8,8,8,5,6,3,3,4,4,7,7,7,7,8,6,9,10,11,4,6,6,6,6,7,8,14,15,5,5,5,6,7,7,8,8,6,5,4,4,5,6,7,8,8,9,8,8,3,3,4,5,6,7,8,9,9,10,2,2,4,5,6,10,10,10,10,10,13,12,14,14,13,12,13,13,18,17,19,17,16,15,15,16,17,16,15,15,15,16,13,12,12,13,14,14,12,17,17,18,16,16,17,15,15,15,,16,16,14,14,15,14,14,14,16,15,15,16,27,28,27,26,26,26,27,25,25,23,22,22,23,24,24,21,21,22,20,21,22,21,20,20,21,22,23,24,19,18,18,20,20,19,19,18,20,17,16,16,16,17,15,15,17,14,14,13,14,14,15,15,14,14,13,14,14,13,13,13,14,12,15
1013,9,8,9,10,3,7,6,8,4,4,3,2,1,2,2,3,3,4,4,10,10,11,11,12,12,11,10,10,10,7,7,7,7,5,6,4,4,5,5,6,6,6,6,7,6,8,9,10,5,5,5,5,5,6,7,13,14,4,4,4,5,6,6,7,7,7,6,3,3,4,5,6,7,7,8,7,7,2,3,4,4,5,6,7,8,8,9,2,3,5,5,5,9,9,9,9,9,12,11,13,13,12,11,12,12,17,16,18,16,15,14,14,15,16,15,14,14,14,15,12,11,11,12,13,13,11,16,16,17,15,15,16,14,14,14,,15,15,13,13,14,13,13,13,15,14,14,15,26,27,26,25,25,25,26,24,24,22,21,21,22,23,23,20,20,21,19,20,21,20,19,19,20,21,22,23,18,17,17,19,19,18,18,17,19,16,15,15,15,16,14,14,16,13,13,12,13,13,14,14,13,13,12,13,13,12,12,12,13,11,14
1014,10,9,10,11,3,7,7,9,4,4,2,2,2,1,2,3,3,4,4,11,11,12,12,13,13,12,11,11,11,8,8,8,8,6,7,4,4,5,5,7,7,7,7,8,7,9,10,11,5,6,6,6,6,7,8,14,15,5,5,5,6,7,7,8,8,7,6,4,4,5,6,7,8,8,9,8,8,3,4,5,5,6,7,8,9,9,10,3,3,5,6,6,10,10,10,10,10,13,12,14,14,13,12,13,13,18,17,19,17,16,15,15,16,17,16,15,15,15,16,13,12,12,13,14,14,12,17,17,18,16,16,17,15,15,15,,16,16,14,14,15,14,14,14,16,15,15,16,27,28,27,26,26,26,27,25,25,23,22,22,23,24,24,21,21,22,20,21,22,21,20,20,21,22,23,24,19,18,18,20,20,19,19,18,20,17,16,16,16,17,15,15,17,14,14,13,14,14,15,15,14,14,13,14,14,13,13,13,14,12,15
1015,10,9,10,11,2,8,7,9,5,5,3,3,2,2,1,4,4,5,5,11,11,12,12,13,13,12,11,11,11,8,8,8,8,6,7,5,5,6,6,7,7,7,7,8,7,9,10,11,6,6,6,6,6,7,8,14,15,5,5,5,6,7,7,8,8,8,7,4,4,5,6,7,8,8,9,8,8,3,4,5,5,6,7,8,9,9,10,3,4,6,6,6,10,10,10,10,10,13,12,14,14,13,12,13,13,18,17,19,17,16,15,15,16,17,16,15,15,15,16,13,12,12,13,14,14,12,17,17,18,16,16,17,15,15,15,,16,16,14,14,15,14,14,14,16,15,15,16,27,28,27,26,26,26,27,25,25,23,22,22,23,24,24,21,21,22,20,21,22,21,20,20,21,22,23,24,19,18,18,20,20,19,19,18,20,17,16,16,16,17,15,15,17,14,14,13,14,14,15,15,14,14,13,14,14,13,13,13,14,12,15
1016,11,10,11,12,5,5,6,8,4,2,2,2,3,3,4,1,2,2,3,11,11,12,12,13,13,12,11,10,10,9,9,9,9,4,5,2,2,3,3,8,8,8,8,9,5,8,9,10,3,7,7,7,7,8,9,14,15,6,6,6,6,7,7,8,9,5,4,5,5,5,6,6,7,8,9,7,7,4,4,4,5,5,6,7,9,9,10,3,3,3,4,5,9,9,9,10,10,12,11,13,13,12,11,12,12,17,16,18,16,15,14,14,15,16,16,15,14,14,15,12,11,11,12,13,13,12,17,16,17,15,15,16,14,14,14,,15,15,13,13,14,13,13,13,16,15,15,16,27,28,27,26,26,26,27,25,25,23,22,22,23,24,24,21,21,22,20,21,22,21,20,20,21,22,23,24,19,18,18,20,20,19,19,18,20,17,16,16,16,17,15,15,17,14,14,13,14,14,15,15,14,14,13,14,14,13,13,13,14,12,15
1017,11,10,11,12,5,5,6,8,3,3,2,2,3,3,4,2,1,2,2,11,11,12,12,13,13,12,11,10,10,9,9,9,9,4,5,3,3,3,3,8,8,8,8,9,5,8,9,10,4,7,7,7,7,8,9,14,15,6,6,6,6,7,7,8,9,5,4,5,5,5,6,6,7,8,9,7,7,4,4,4,5,5,6,7,9,9,10,3,3,3,4,5,9,9,9,10,10,12,11,13,13,12,11,12,12,17,16,18,16,15,14,14,15,16,16,15,14,14,15,12,11,11,12,13,13,12,17,16,17,15,15,16,14,14,14,,15,15,13,13,14,13,13,13,16,15,15,16,27,28,27,26,26,26,27,25,25,23,22,22,23,24,24,21,21,22,20,21,22,21,20,20,21,22,23,24,19,18,18,20,20,19,19,18,20,17,16,16,16,17,15,15,17,14,14,13,14,14,15,15,14,14,13,14,14,13,13,13,14,12,15
1018,10,9,10,11,6,4,5,7,3,3,3,3,4,4,5,2,2,1,2,10,10,11,11,12,12,11,10,9,9,8,8,8,8,3,4,2,3,2,2,7,7,7,7,8,4,7,8,9,3,6,6,6,6,7,8,13,14,5,5,5,5,6,6,7,8,4,3,5,4,4,5,5,6,7,8,6,6,4,4,3,4,4,5,6,8,8,9,4,3,2,3,4,8,8,8,9,9,11,10,12,12,11,10,11,11,16,15,17,15,14,13,13,14,15,15,14,13,13,14,11,10,10,11,12,12,11,16,15,16,14,14,15,13,13,13,,14,14,12,12,13,12,12,12,15,14,14,15,26,27,26,25,25,25,26,24,24,22,21,21,22,23,23,20,20,21,19,20,21,20,19,19,20,21,22,23,18,17,17,19,19,18,18,17,19,16,15,15,15,16,14,14,16,13,13,12,13,13,14,14,13,13,12,13,13,12,12,12,13,11,14
1019,10,9,10,11,6,5,5,7,2,4,3,3,4,4,5,3,2,2,1,10,10,11,11,12,12,11,10,9,9,8,8,8,8,3,4,3,4,2,3,7,7,7,7,8,4,7,8,9,4,6,6,6,6,7,8,13,14,5,5,5,5,6,6,7,8,5,4,4,4,4,5,5,6,7,8,6,6,3,3,3,4,4,5,6,8,8,9,3,2,2,3,4,8,8,8,9,9,11,10,12,12,11,10,11,11,16,15,17,15,14,13,13,14,15,15,14,13,13,14,11,10,10,11,12,12,11,16,15,16,14,14,15,13,13,13,,14,14,12,12,13,12,12,12,15,14,14,15,26,27,26,25,25,25,26,24,24,22,21,21,22,23,23,20,20,21,19,20,21,20,19,19,20,21,22,23,18,17,17,19,19,18,18,17,19,16,15,15,15,16,14,14,16,13,13,12,13,13,14,14,13,13,12,13,13,12,12,12,13,11,14
1020,10,9,10,11,12,10,8,4,10,12,12,11,10,11,11,11,11,10,10,1,2,2,2,3,3,3,3,3,4,8,8,8,8,8,9,11,12,10,11,8,7,7,7,7,8,7,6,5,12,8,8,7,6,6,6,4,5,9,8,7,7,6,5,5,5,11,11,9,8,8,7,6,5,4,4,9,8,9,9,9,8,7,6,5,3,3,3,10,10,9,8,7,5,4,3,2,2,7,6,8,7,6,5,6,6,11,10,12,10,8,8,8,9,9,8,7,8,8,9,5,4,4,5,6,6,4,9,10,11,9,9,10,8,8,8,,9,9,7,7,7,7,7,7,8,7,7,8,19,20,19,18,18,18,19,17,17,15,14,14,15,16,16,13,13,14,12,13,14,13,12,12,13,14,15,16,11,10,10,12,12,11,11,10,12,9,8,8,8,9,7,7,9,6,6,5,6,6,7,7,6,6,5,5,4,4,5,5,6,4,5
1021,10,9,10,11,12,10,8,4,10,12,12,11,10,11,11,11,11,10,10,2,1,2,3,4,3,2,2,2,3,8,8,8,8,8,9,11,12,10,11,8,7,7,7,7,8,6,5,4,12,8,8,7,6,6,6,5,5,9,8,7,7,6,5,5,5,11,11,9,8,8,7,6,5,4,4,9,7,9,9,9,8,7,6,5,3,3,3,10,10,9,8,7,4,3,3,2,2,6,5,7,6,5,4,5,5,10,9,11,9,7,7,7,8,8,7,6,7,7,8,4,3,3,4,5,5,3,8,9,10,8,8,9,7,7,7,,8,8,6,6,6,6,6,6,7,6,6,7,18,19,18,17,17,17,18,16,16,14,13,13,14,15,15,12,12,13,11,12,13,12,11,11,12,13,14,15,10,9,9,11,11,10,10,9,11,8,7,7,7,8,6,6,8,5,5,4,5,5,6,6,5,5,4,4,4,3,4,4,5,3,5
1022,11,10,11,12,13,11,9,5,11,13,13,12,11,12,12,12,12,11,11,2,2,1,2,3,2,2,2,3,4,9,9,9,9,9,10,12,13,11,12,9,8,8,8,8,9,7,6,5,13,9,9,8,7,7,7,4,4,10,9,8,8,7,6,6,6,12,12,10,9,9,8,7,6,5,5,10,8,10,10,10,9,8,7,6,4,4,4,11,11,10,9,8,5,4,4,3,3,7,6,8,7,6,5,6,6,11,10,12,10,7,7,7,8,8,7,6,8,8,9,4,3,4,5,5,5,3,8,10,11,9,9,10,8,8,8,,9,9,7,7,6,6,6,7,7,6,6,7,18,19,18,17,17,17,18,16,16,14,13,13,14,15,15,12,12,13,11,12,13,12,11,11,12,13,14,15,10,9,9,11,11,10,10,9,11,8,7,7,7,8,6,6,8,5,5,4,5,5,6,6,5,5,4,4,3,3,4,4,5,3,4
1023,11,10,11,12,13,11,9,5,11,13,13,12,11,12,12,12,12,11,11,2,3,2,1,2,2,2,3,4,5,9,9,9,9,9,10,12,13,11,12,9,8,8,8,8,9,8,7,6,13,9,9,8,7,7,7,3,4,10,9,8,8,7,6,6,6,12,12,10,9,9,8,7,6,5,5,10,9,10,10,10,9,8,7,6,4,4,4,11,11,10,9,8,6,5,4,3,3,8,7,9,8,7,6,7,7,12,11,13,11,8,8,8,9,9,8,7,9,9,10,5,4,5,6,6,6,4,9,11,12,10,10,11,9,9,9,,10,10,8,8,7,7,7,8,8,7,7,8,18,19,18,17,17,17,18,16,16,14,13,13,14,15,15,12,12,13,11,12,13,12,11,11,12,13,14,15,10,9,9,11,11,10,10,9,11,8,7,7,7,8,6,6,8,6,6,5,5,5,6,7,6,6,5,4,3,3,4,4,5,3,4
1024,12,11,12,13,14,12,10,6,12,14,14,13,12,13,13,13,13,12,12,3,4,3,2,1,2,3,4,5,6,10,10,10,10,10,11,13,14,12,13,10,9,9,9,9,10,9,8,7,14,10,10,9,8,8,8,2,3,11,10,9,9,8,7,7,7,13,13,11,10,10,9,8,7,6,6,11,10,11,11,11,10,9,8,7,5,5,5,12,12,11,10,9,7,6,5,4,4,9,8,10,9,8,7,8,8,12,12,13,11,8,8,9,9,9,8,7,10,10,10,6,5,6,7,7,7,5,9,12,13,11,11,12,10,10,10,,11,11,9,9,7,8,8,9,8,7,7,8,18,19,18,17,17,17,18,16,16,14,13,13,14,15,15,12,12,13,11,12,13,12,11,11,12,13,14,15,10,9,9,11,11,10,10,9,11,8,7,7,7,8,6,6,8,6,6,5,5,5,6,7,6,6,6,3,2,3,4,4,5,4,3
1025,12,11,12,13,14,12,10,6,12,14,14,13,12,13,13,13,13,12,12,3,3,2,2,2,1,2,3,4,5,10,10,10,10,10,11,13,14,12,13,10,9,9,9,9,10,8,7,6,14,10,10,9,8,8,8,3,3,11,10,9,9,8,7,7,7,13,13,11,10,10,9,8,7,6,6,11,9,11,11,11,10,9,8,7,5,5,5,12,12,11,10,9,6,5,5,4,4,8,7,9,8,7,6,7,7,11,11,12,10,7,7,8,8,8,7,6,9,9,9,5,4,5,6,6,6,4,8,11,12,10,10,11,9,9,9,,10,10,8,8,6,7,7,8,7,6,6,7,17,18,17,16,16,16,17,15,15,13,12,12,13,14,14,11,11,12,10,11,12,11,10,10,11,12,13,14,9,8,8,10,10,9,9,8,10,7,6,6,6,7,5,5,7,5,5,4,4,4,5,6,5,5,5,3,2,2,3,3,4,3,3
1026,11,10,11,12,13,11,9,5,11,13,13,12,11,12,12,12,12,11,11,3,2,2,2,3,2,1,2,3,4,9,9,9,9,9,10,12,13,11,12,9,8,8,8,8,9,7,6,5,13,9,9,8,7,7,7,4,4,10,9,8,8,7,6,6,6,12,12,10,9,9,8,7,6,5,5,10,8,10,10,10,9,8,7,6,4,4,4,11,11,10,9,8,5,4,4,3,3,7,6,8,7,6,5,6,6,11,10,12,10,7,7,7,8,8,7,6,8,8,9,4,3,4,5,5,5,3,8,10,11,9,9,10,8,8,8,,9,9,7,7,6,6,6,7,7,6,6,7,17,18,17,16,16,16,17,15,15,13,12,12,13,14,14,11,11,12,10,11,12,11,10,10,11,12,13,14,9,8,8,10,10,9,9,8,10,7,6,6,6,7,5,5,7,5,5,4,4,4,5,6,5,5,4,3,3,2,3,3,4,2,4
1027,10,9,10,11,12,10,8,4,10,12,12,11,10,11,11,11,11,10,10,3,2,2,3,4,3,2,1,2,3,8,8,8,8,8,9,11,12,10,11,8,7,7,7,7,8,6,5,4,12,8,8,7,6,6,6,5,5,9,8,7,7,6,5,5,5,11,11,9,8,8,7,6,5,4,4,9,7,9,9,9,8,7,6,5,3,3,3,10,10,9,8,7,4,3,3,2,3,6,5,7,6,5,4,5,5,10,9,11,9,6,6,6,7,7,6,5,7,7,8,3,2,3,4,4,4,2,7,9,10,8,8,9,7,7,7,,8,8,6,6,5,5,5,6,6,5,5,6,17,18,17,16,16,16,17,15,15,13,12,12,13,14,14,11,11,12,10,11,12,11,10,10,11,12,13,14,9,8,8,10,10,9,9,8,10,7,6,6,6,7,5,5,7,4,4,3,4,4,5,5,4,4,3,4,4,3,3,3,4,2,5
1028,10,9,10,11,12,9,7,3,9,11,11,11,10,11,11,10,10,9,9,3,2,3,4,5,4,3,2,1,2,8,8,8,8,7,8,10,11,9,10,8,7,7,7,7,7,5,4,3,11,8,8,7,6,6,6,6,6,9,8,7,6,5,5,5,5,10,10,9,8,7,6,5,4,4,4,8,6,9,9,8,7,6,5,4,3,3,3,10,10,8,7,6,3,2,2,2,3,5,4,6,5,4,3,4,4,9,8,10,8,7,6,6,7,8,7,6,6,6,7,3,2,2,3,4,4,3,8,8,9,7,7,8,6,6,6,,7,7,5,5,5,5,5,5,7,6,6,7,18,19,18,17,17,17,18,16,16,14,13,13,14,15,15,12,12,13,11,12,13,12,11,11,12,13,14,15,10,9,9,11,11,10,10,9,11,8,7,7,7,8,6,6,8,5,5,4,5,5,6,6,5,5,4,5,5,4,4,4,5,3,6
1029,10,9,10,11,12,9,6,3,9,11,11,11,10,11,11,10,10,9,9,4,3,4,5,6,5,4,3,2,1,8,8,8,8,7,8,10,11,9,10,8,7,7,7,7,7,4,3,2,11,8,8,7,6,6,6,7,7,9,8,7,6,5,5,5,5,10,10,9,8,7,6,5,4,4,4,7,5,9,9,8,7,6,5,4,3,3,4,10,10,8,7,6,2,2,2,3,4,4,3,5,4,3,2,3,3,8,7,9,7,6,5,5,6,7,7,6,5,5,6,3,3,2,3,4,4,4,8,7,8,6,6,7,5,5,5,,6,6,4,4,5,4,4,4,7,6,6,7,19,20,19,18,18,18,19,17,17,15,14,14,15,16,16,13,13,14,12,13,14,13,12,12,13,14,15,16,11,10,10,12,12,11,11,10,12,9,8,8,8,9,7,7,9,5,5,4,5,6,6,6,5,5,4,6,6,5,5,5,6,4,7
1030,3,2,3,4,9,9,8,6,7,10,9,8,7,8,8,9,9,8,8,8,8,9,9,10,10,9,8,8,8,1,2,3,3,7,8,9,10,8,9,2,2,3,3,4,8,9,8,8,10,3,3,3,3,4,4,11,12,4,4,4,4,4,4,5,5,10,10,5,5,5,5,5,5,5,6,9,9,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,10,9,11,11,10,9,10,10,15,14,16,14,13,12,12,13,14,13,12,12,12,13,10,9,9,10,11,11,9,14,14,15,13,13,14,12,12,12,,13,13,11,11,12,11,11,11,13,12,12,13,24,25,24,23,23,23,24,22,22,20,19,19,20,21,21,18,18,19,17,18,19,18,17,17,18,19,20,21,16,15,15,17,17,16,16,15,17,14,13,13,13,14,12,12,14,11,11,10,11,11,12,12,11,11,10,11,11,10,10,10,11,9,12
1031,3,2,3,4,9,9,8,6,7,10,9,8,7,8,8,9,9,8,8,8,8,9,9,10,10,9,8,8,8,2,1,2,3,7,8,9,10,8,9,2,2,2,2,3,8,9,8,8,10,3,3,3,3,3,3,11,12,4,4,4,4,4,4,4,4,10,10,5,5,5,5,5,5,5,5,9,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,10,9,11,11,10,9,10,10,15,14,16,14,13,12,12,13,14,13,12,12,12,13,10,9,9,10,11,11,9,14,14,15,13,13,14,12,12,12,,13,13,11,11,12,11,11,11,13,12,12,13,24,25,24,23,23,23,24,22,22,20,19,19,20,21,21,18,18,19,17,18,19,18,17,17,18,19,20,21,16,15,15,17,17,16,16,15,17,14,13,13,13,14,12,12,14,11,11,10,11,11,12,12,11,11,10,11,11,10,10,10,11,9,12
